id;relation;mots;mots_rel;Label
1020;(('TOPONYME', 'TOPONYME'), ('flat:name',));('BAR SUR LOUP', 'PONT DU LOUP');('BAR SUR LOUP', 'PONT DU LOUP');2
2907;(('TOPONYME', 'TOPONYME'), ('flat:name',));('BAR SUR LOUP', 'PONT DU LOUP');('BAR SUR LOUP', 'PONT DU LOUP');2
617;(('TOPONYME', 'TOPONYME'), ('appos',));('BAS MAGNAN', 'PROMENADE DES ANGLAIS');('BAS MAGNAN', 'PROMENADE DES ANGLAIS');2
2504;(('TOPONYME', 'TOPONYME'), ('appos',));('BAS MAGNAN', 'PROMENADE DES ANGLAIS');('BAS MAGNAN', 'PROMENADE DES ANGLAIS');2
2822;(('TOPONYME', 'TOPONYME'), ('appos',));('BAS MAGNAN', 'PROMENADE DES ANGLAIS');('BAS MAGNAN', 'PROMENADE DES ANGLAIS');2
935;(('TOPONYME', 'TOPONYME'), ('appos',));('BAS MAGNAN', 'PROMENADE DES ANGLAIS');('BAS MAGNAN', 'PROMENADE DES ANGLAIS');2
4391;(('TOPONYME', 'TOPONYME'), ('appos',));('BAS MAGNAN', 'PROMENADE DES ANGLAIS');('BAS MAGNAN', 'PROMENADE DES ANGLAIS');2
1759;(('TOPONYME', 'TOPONYME'), ('flat:name',));('BIOT', 'VAL DE POME');('BIOT', 'VAL DE POME');2
3646;(('TOPONYME', 'TOPONYME'), ('flat:name',));('BIOT', 'VAL DE POME');('BIOT', 'VAL DE POME');2
1069;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cabris', 'Peymeinade');('Cabris', 'Peymeinade');2
2956;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cabris', 'Peymeinade');('Cabris', 'Peymeinade');2
979;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('Cannes', 'centre', 'en', 'étage', 'Palais de les Festivals');('Cannes', 'étage', 'Palais de les Festivals');2
1002;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('Cannes', 'centre', 'en', 'étage', 'Palais de les Festivals');('Cannes', 'étage', 'Palais de les Festivals');2
2866;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('Cannes', 'centre', 'en', 'étage', 'Palais de les Festivals');('Cannes', 'étage', 'Palais de les Festivals');2
2889;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('Cannes', 'centre', 'en', 'étage', 'Palais de les Festivals');('Cannes', 'étage', 'Palais de les Festivals');2
359;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Banane');('Cannes', 'Banane');2
2246;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Banane');('Cannes', 'Banane');2
4133;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Banane');('Cannes', 'Banane');2
740;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Californie');('CANNES', 'Bas Californie');2
1213;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Californie');('CANNES', 'Bas Californie');2
2627;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Californie');('CANNES', 'Bas Californie');2
3100;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Californie');('CANNES', 'Bas Californie');2
1125;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Croix de les Gardes');('CANNES', 'Bas Croix de les Gardes');2
3012;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Bas Croix de les Gardes');('CANNES', 'Bas Croix de les Gardes');2
90;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
620;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
1253;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
1977;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
2507;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
3140;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
3864;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
4394;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Basse Californie');('Cannes', 'Basse Californie');2
1276;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Californie');('Cannes', 'Californie');2
3163;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Californie');('Cannes', 'Californie');2
345;(('TOPONYME', 'TOPONYME'), ('appos',));('CANNES', ',', 'Le', 'CANNET');('CANNES', 'CANNET');2
4119;(('TOPONYME', 'TOPONYME'), ('appos',));('CANNES', ',', 'Le', 'CANNET');('CANNES', 'CANNET');2
1564;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
1569;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
1627;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
3451;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
3456;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
3514;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'le', 'Cannet');('Cannes', 'Cannet');2
3405;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Clémenceau');('CANNES', 'Clémenceau');2
1518;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'Clémenceau');('CANNES', 'Clémenceau');2
99;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
100;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
1986;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
1987;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
3873;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
3874;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Croix de les Gardes');('Cannes', 'Croix de les Gardes');2
254;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Forville');('Cannes', 'Forville');2
2141;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Forville');('Cannes', 'Forville');2
4028;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Forville');('Cannes', 'Forville');2
1458;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'haut de');('CANNES', 'haut de');2
3345;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'haut de');('CANNES', 'haut de');2
1459;(('TOPONYME', 'TOPONYME', 'TOPONYME'), ('flat:name', 'flat:name'));('CANNES', 'haut de', 'le Petit Juas');('CANNES', 'haut de', 'le Petit Juas');2
3346;(('TOPONYME', 'TOPONYME', 'TOPONYME'), ('flat:name', 'flat:name'));('CANNES', 'haut de', 'le Petit Juas');('CANNES', 'haut de', 'le Petit Juas');2
1133;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'HAUT DU PETIT JUAS');('CANNES', 'HAUT DU PETIT JUAS');2
3020;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'HAUT DU PETIT JUAS');('CANNES', 'HAUT DU PETIT JUAS');2
1462;(('TOPONYME', 'TOPONYME'), ('conj',));('CANNES', 'AZUR', 'IMMOBILIER', 'secteurs', 'CANNES', ',', 'LE CANNET');('CANNES', 'LE CANNET');2
3349;(('TOPONYME', 'TOPONYME'), ('conj',));('CANNES', 'AZUR', 'IMMOBILIER', 'secteurs', 'CANNES', ',', 'LE CANNET');('CANNES', 'LE CANNET');2
447;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Mandelieu');('Cannes', 'Mandelieu');2
2334;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Mandelieu');('Cannes', 'Mandelieu');2
4221;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Mandelieu');('Cannes', 'Mandelieu');2
87;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Oxford');('Cannes', 'Oxford');2
586;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'OXFORD');('CANNES', 'OXFORD');2
1974;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Oxford');('Cannes', 'Oxford');2
2473;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'OXFORD');('CANNES', 'OXFORD');2
3861;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Oxford');('Cannes', 'Oxford');2
4360;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'OXFORD');('CANNES', 'OXFORD');2
60;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'Palm Beach');('Cannes', 'Palm Beach');2
1947;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'Palm Beach');('Cannes', 'Palm Beach');2
3834;(('TOPONYME', 'TOPONYME'), ('conj',));('Cannes', ',', 'Palm Beach');('Cannes', 'Palm Beach');2
59;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm Beach');('Cannes', 'Palm Beach');2
1096;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm beach');('Cannes', 'Palm beach');2
1568;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm beach');('Cannes', 'Palm beach');2
1946;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm Beach');('Cannes', 'Palm Beach');2
2983;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm beach');('Cannes', 'Palm beach');2
3455;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm beach');('Cannes', 'Palm beach');2
3833;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannes', 'Palm Beach');('Cannes', 'Palm Beach');2
796;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'pointe croisette');('CANNES', 'pointe croisette');2
2683;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CANNES', 'pointe croisette');('CANNES', 'pointe croisette');2
1179;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Aubarède');('Cannet', 'Aubarède');2
3066;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Aubarède');('Cannet', 'Aubarède');2
2062;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Grande Bretagne');('Cannet', 'Grande Bretagne');2
175;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Grande Bretagne');('Cannet', 'Grande Bretagne');2
3949;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Grande Bretagne');('Cannet', 'Grande Bretagne');2
1118;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Mairie');('Cannet', 'Mairie');2
1534;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Mairie');('Cannet', 'Mairie');2
3005;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Mairie');('Cannet', 'Mairie');2
3421;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Cannet', 'Mairie');('Cannet', 'Mairie');2
556;(('TOPONYME', 'TOPONYME'), ('root',));('PETIT JUAS', 'SQUARE', 'CARNOT');('CARNOT', 'PETIT JUAS');0
2443;(('TOPONYME', 'TOPONYME'), ('root',));('PETIT JUAS', 'SQUARE', 'CARNOT');('CARNOT', 'PETIT JUAS');0
4330;(('TOPONYME', 'TOPONYME'), ('root',));('PETIT JUAS', 'SQUARE', 'CARNOT');('CARNOT', 'PETIT JUAS');0
3215;(('EG', 'EG'), ('flat:name',));('Centre', 'Avenue');('Centre', 'Avenue');2
273;(('TOPONYME', 'NOUN', 'TOPONYME'), ('appos', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
924;(('TOPONYME', 'NOUN', 'TOPONYME'), ('appos', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
2160;(('TOPONYME', 'NOUN', 'TOPONYME'), ('appos', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
2811;(('TOPONYME', 'NOUN', 'TOPONYME'), ('appos', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
4047;(('TOPONYME', 'NOUN', 'TOPONYME'), ('appos', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
247;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
2134;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
4021;(('TOPONYME', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('CESSOLE', 'F1', 'location', 'vide', 'NICE');('CESSOLE', 'location', 'NICE');2
282;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Châteauneuf', 'Grasse');('Châteauneuf', 'Grasse');2
4056;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Châteauneuf', 'Grasse');('Châteauneuf', 'Grasse');2
2169;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Châteauneuf', 'Grasse');('Châteauneuf', 'Grasse');2
336;(('TOPONYME', 'TOPONYME'), ('appos',));('CIMIEZ', 'NICE', 'BAS CIMIEZ');('CIMIEZ', 'BAS CIMIEZ');2
2223;(('TOPONYME', 'TOPONYME'), ('appos',));('CIMIEZ', 'NICE', 'BAS CIMIEZ');('CIMIEZ', 'BAS CIMIEZ');2
4110;(('TOPONYME', 'TOPONYME'), ('appos',));('CIMIEZ', 'NICE', 'BAS CIMIEZ');('CIMIEZ', 'BAS CIMIEZ');2
335;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CIMIEZ', 'NICE');('CIMIEZ', 'NICE');2
2222;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CIMIEZ', 'NICE');('CIMIEZ', 'NICE');2
4109;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CIMIEZ', 'NICE');('CIMIEZ', 'NICE');2
41;(('EG', 'EG'), ('appos',));('commodités', '(', 'supermarché');('commodités', 'supermarché');1
1928;(('EG', 'EG'), ('appos',));('commodités', '(', 'supermarché');('commodités', 'supermarché');1
3815;(('EG', 'EG'), ('appos',));('commodités', '(', 'supermarché');('commodités', 'supermarché');1
43;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école');('commodités', 'supermarché', 'école');1
1930;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école');('commodités', 'supermarché', 'école');1
3817;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école');('commodités', 'supermarché', 'école');1
42;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus');('commodités', 'supermarché', 'bus');1
1929;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus');('commodités', 'supermarché', 'bus');1
3816;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus');('commodités', 'supermarché', 'bus');1
44;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école', ',', 'lycée');('commodités', 'supermarché', 'lycée');1
1931;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école', ',', 'lycée');('commodités', 'supermarché', 'lycée');1
3818;(('EG', 'EG', 'EG'), ('appos', 'conj'));('commodités', '(', 'supermarché', ',', 'bus', ',', 'école', ',', 'lycée');('commodités', 'supermarché', 'lycée');1
992;(('EG', 'EG'), ('appos',));('commodités', ':', 'tramway');('commodités', 'tramway');1
2879;(('EG', 'EG'), ('appos',));('commodités', ':', 'tramway');('commodités', 'tramway');1
152;(('TOPONYME', 'TOPONYME'), ('nmod',));('Croisette', 'de', 'Cannes');('Croisette', 'Cannes');1
2039;(('TOPONYME', 'TOPONYME'), ('nmod',));('Croisette', 'de', 'Cannes');('Croisette', 'Cannes');1
3926;(('TOPONYME', 'TOPONYME'), ('nmod',));('Croisette', 'de', 'Cannes');('Croisette', 'Cannes');1
525;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CROIX DES GARDES', 'CANNES');('CROIX DES GARDES', 'CANNES');2
2412;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CROIX DES GARDES', 'CANNES');('CROIX DES GARDES', 'CANNES');2
4299;(('TOPONYME', 'TOPONYME'), ('flat:name',));('CROIX DES GARDES', 'CANNES');('CROIX DES GARDES', 'CANNES');2
751;(('TOPONYME', 'TOPONYME'), ('flat:name',));('DANYS', 'Le Cannet');('DANYS', 'Le Cannet');2
2638;(('TOPONYME', 'TOPONYME'), ('flat:name',));('DANYS', 'Le Cannet');('DANYS', 'Le Cannet');2
69;(('EG', 'EG'), ('nmod',));('emplacement', 'de', 'qualité', 'rue');('emplacement', 'rue');2
1956;(('EG', 'EG'), ('nmod',));('emplacement', 'de', 'qualité', 'rue');('emplacement', 'rue');2
3843;(('EG', 'EG'), ('nmod',));('emplacement', 'de', 'qualité', 'rue');('emplacement', 'rue');2
1753;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Fabron', 'Montréal');('Fabron', 'Montréal');2
3640;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Fabron', 'Montréal');('Fabron', 'Montréal');2
1651;(('TOPONYME', 'TOPONYME'), ('flat:name',));('FLEURS', 'GAMBETTA');('FLEURS', 'GAMBETTA');2
3538;(('TOPONYME', 'TOPONYME'), ('flat:name',));('FLEURS', 'GAMBETTA');('FLEURS', 'GAMBETTA');2
1346;(('TOPONYME', 'TOPONYME'), ('flat:name',));('GAMBETTA', 'MUSICIENS');('GAMBETTA', 'MUSICIENS');2
3233;(('TOPONYME', 'TOPONYME'), ('flat:name',));('GAMBETTA', 'MUSICIENS');('GAMBETTA', 'MUSICIENS');2
1695;(('TOPONYME', 'TOPONYME'), ('nmod',));('Genets', 'de', 'St Jean');('Genets', 'St Jean');1
3582;(('TOPONYME', 'TOPONYME'), ('nmod',));('Genets', 'de', 'St Jean');('Genets', 'St Jean');1
132;(('TOPONYME', 'TOPONYME'), ('root',));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice');2
2019;(('TOPONYME', 'TOPONYME'), ('root',));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice');2
3906;(('TOPONYME', 'TOPONYME'), ('root',));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice');2
133;(('TOPONYME', 'TOPONYME', 'TOPONYME'), ('root', 'appos'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Joseph');2
2020;(('TOPONYME', 'TOPONYME', 'TOPONYME'), ('root', 'appos'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Joseph');2
3907;(('TOPONYME', 'TOPONYME', 'TOPONYME'), ('root', 'appos'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Joseph');2
129;(('TOPONYME', 'TOPONYME', 'EG'), ('root', 'nmod'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Ouest');2
2016;(('TOPONYME', 'TOPONYME', 'EG'), ('root', 'nmod'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Ouest');2
3903;(('TOPONYME', 'TOPONYME', 'EG'), ('root', 'nmod'));('Nice', 'Ouest', 'Avenue', 'Joseph', 'Giordan');('Giordan', 'Nice', 'Ouest');2
1028;(('TOPONYME', 'TOPONYME'), ('appos',));('Grasse', 'Est', '(', 'Magagnosc');('Grasse', 'Magagnosc');2
2915;(('TOPONYME', 'TOPONYME'), ('appos',));('Grasse', 'Est', '(', 'Magagnosc');('Grasse', 'Magagnosc');2
539;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'Saint Jacques');('Grasse', 'Saint Jacques');2
2426;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'Saint Jacques');('Grasse', 'Saint Jacques');2
4313;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'Saint Jacques');('Grasse', 'Saint Jacques');2
420;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'St Jacques');('Grasse', 'St Jacques');2
2307;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'St Jacques');('Grasse', 'St Jacques');2
4194;(('TOPONYME', 'TOPONYME'), ('flat:name',));('Grasse', 'St Jacques');('Grasse', 'St Jacques');2
821;(('TOPONYME', 'TOPONYME'), ('flat:name',));('HAUT BORRIGLIONE', 'AV BORRIGLIONE');('HAUT BORRIGLIONE', 'AV BORRIGLIONE');2
2708;(('TOPONYME', 'TOPONYME'), ('flat:name',));('HAUT BORRIGLIONE', 'AV BORRIGLIONE');('HAUT BORRIGLIONE', 'AV BORRIGLIONE');2
173;(('TOPONYME', 'NOUN', 'TOPONYME'), ('flat:name', 'flat:name'));('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');2
225;(('TOPONYME', 'NOUN', 'TOPONYME'), ('flat:name', 'flat:name'));('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');2
2060;(('TOPONYME', 'NOUN', 'TOPONYME'), ('flat:name', 'flat:name'));('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');2
2112;(('TOPONYME', 'NOUN', 'TOPONYME'), ('flat:name', 'flat:name'));('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');('HAUT CESSOLE', 'GARAGE', 'ST SYLVESTRE');2
