id;relation;mots;mots_rel;Label
3795;(('NUM', 'MD', 'EG'), ('nmod', 'nmod'));('2', 'mn', 'a', 'pied', 'de', 'la', 'rue');('2', 'pied', 'rue');0
358;(('NUM', 'EG'), ('nmod',));('2', 'rue');('2', 'rue');1
4698;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('2', 'rue', 'Biscarra');('2', 'rue', 'Biscarra');0
364;(('NUM', 'EG'), ('appos',));('2', 'Pièces', 'meublé', ',', 'Secteur');('2', 'Secteur');0
365;(('NUM', 'EG', 'TOPONYME'), ('appos', 'appos'));('2', 'Pièces', 'meublé', ',', 'Secteur', 'Palm Beach');('2', 'Secteur', 'Palm Beach');0
367;(('NUM', 'NOUN', 'ET'), ('nmod', 'amod'));('2', 'Pièces', 'meublé', ',', 'Secteur', 'Palm Beach', ',', 'avec', 'Terrasse', 'Proche');('2', 'Terrasse', 'Proche');0
1765;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('2', 'terrasses', 'avec', 'vue');('2', 'terrasses', 'vue');0
797;(('NUM', 'ET'), ('nmod',));('2', 'avec', 'vue');('2', 'vue');0
794;(('NUM', 'ET', 'EG'), ('nmod', 'nmod'));('2', 'avec', 'vue', 'mer');('2', 'vue', 'mer');0
5084;(('NUM', 'EG'), ('appos',));('2.250', 'EUR', 'Proche', 'tout', 'commerce');('2.250', 'commerce');0
5086;(('NUM', 'EG', 'ET'), ('appos', 'case'));('2.250', 'EUR', 'Proche', 'tout', 'commerce');('2.250', 'commerce', 'Proche');0
5087;(('NUM', 'EG', 'ET'), ('appos', 'conj'));('2.250', 'EUR', 'Proche', 'tout', 'commerce', 'et', 'proche');('2.250', 'commerce', 'proche');0
4813;(('NUM', 'NUM', 'ET'), ('nmod', 'nmod'));('20', 'min', 'aéroport', 'de', 'Nice', ',', '10', 'min');('20', '10', 'min');0
4812;(('NUM', 'ET'), ('nmod',));('20', 'min');('20', 'min');1
4807;(('NUM', 'ET', 'EG'), ('nmod', 'nmod'));('20', 'min', 'aéroport');('20', 'min', 'aéroport');0
4809;(('NUM', 'ET', 'TOPONYME'), ('nmod', 'nmod'));('20', 'min', 'aéroport', 'de', 'Nice');('20', 'min', 'Nice');0
5513;(('NUM', 'EG'), ('nmod',));('2010', 'sécurisé', 'rue');('2010', 'rue');0
5514;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'appos'));('2010', 'sécurisé', 'rue', 'antoine martin');('2010', 'rue', 'antoine martin');0
3899;(('NUM', 'EG'), ('nmod',));('21', 'av');('21', 'av');1
3900;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('21', 'av', 'caravdossi');('21', 'av', 'caravdossi');0
299;(('NUM', 'EG'), ('nmod',));('21', 'Boulevard');('21', 'Boulevard');1
2650;(('NUM', 'EG'), ('nmod',));('21', 'Boulevard');('21', 'Boulevard');1
303;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('21', 'Boulevard', 'Foch');('21', 'Boulevard', 'Foch');0
2653;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('21', 'Boulevard', 'Foch');('21', 'Boulevard', 'Foch');0
5753;(('NUM', 'EG'), ('conj',));('21', 'm²', ',', 'Hyper', 'centre', ',', 'rue', 'Alphonse Karr', 'à', '2', 'min', 'de', 'l', 'avenue', 'Jean Médecin', ',', 'de', 'ses', 'commerces', 'et', 'de', 'le', 'tramway');('21', 'tramway');0
1333;(('NUM', 'VERB', 'TOPONYME'), ('root', 'parataxis'));('propose', ':', 'NICE', 'CIMIEZ', 'CHAMBRE', 'DE', 'BONNE', '7,6', 'm²', 'environ', '(', 'CARREZ', ')', 'MEZZANINE', 'DE', '3', 'm²', 'environ', 'ET', 'VOLUME', '23M3');('23M3', 'propose', 'NICE');0
4318;(('NUM', 'VERB', 'TOPONYME'), ('root', 'obj'));('propose', ':', 'NICE', 'CIMIEZ', 'CHAMBRE', 'DE', 'BONNE', '7,6', 'm²', 'environ', '(', 'CARREZ', ')', 'MEZZANINE', 'DE', '3', 'm²', 'environ', 'ET', 'VOLUME', '23M3');('23M3', 'propose', 'NICE');0
997;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('24', 'm²', 'vue');('24', 'm²', 'vue');0
3868;(('NUM', 'EG'), ('nmod',));('24', 'rue');('24', 'rue');1
3876;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('24', 'rue', 'Paul Déroulède');('24', 'rue', 'Paul Déroulède');0
1072;(('NUM', 'NOUN', 'EG'), ('nmod', 'flat:name'));('25', 'bis', 'Avenue');('25', 'bis', 'Avenue');1
2929;(('NUM', 'NOUN', 'EG'), ('nmod', 'flat:name'));('25', 'bis', 'Avenue');('25', 'bis', 'Avenue');1
1074;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'nmod'));('25', 'bis', 'Avenue', 'de', 'Nice');('25', 'bis', 'Nice');0
2931;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'nmod'));('25', 'bis', 'Avenue', 'de', 'Nice');('25', 'bis', 'Nice');0
3829;(('NUM', 'EG'), ('nmod',));('25', 'mm');('25', 'mm');1
3830;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('25', 'mm', 'Nice');('25', 'mm', 'Nice');0
2336;(('NUM', 'TOPONYME'), ('appos',));('251', 'rue', 'Clément Ader', ',', '27000', 'EVREUX');('251', 'EVREUX');0
2333;(('NUM', 'EG'), ('nmod',));('251', 'rue');('251', 'rue');1
2335;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('251', 'rue', 'Clément Ader');('251', 'rue', 'Clément Ader');0
421;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('28', 'm²', 'VUE');('28', 'm²', 'VUE');0
4892;(('NUM', 'EG'), ('appos',));('28', 'Rue', 'Bottéro', '(', 'mobilier', 'neuf', ')', 'quartier');('28', 'quartier');0
4894;(('NUM', 'EG', 'TOPONYME'), ('appos', 'appos'));('28', 'Rue', 'Bottéro', '(', 'mobilier', 'neuf', ')', 'quartier', 'Fleurs');('28', 'quartier', 'Fleurs');0
4891;(('NUM', 'EG'), ('nmod',));('28', 'Rue');('28', 'Rue');1
4893;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('28', 'Rue', 'Bottéro');('28', 'Rue', 'Bottéro');0
456;(('NUM', 'TOPONYME'), ('flat:name',));('2Pièces', 'meublé', 'CANNES');('2Pièces', 'CANNES');0
4005;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('3', 'Pièces', 'dernier', 'étage', 'à', 'le', 'calme', 'NICE');('3', 'calme', 'NICE');0
1728;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('3', 'pièces', 'à', 'le', 'calme', 'vue');('3', 'calme', 'vue');0
5706;(('NUM', 'EG'), ('appos',));('3', 'PIECES', 'AU', 'CENTRE VILLAGE');('3', 'CENTRE VILLAGE');0
2910;(('NUM', 'NOUN', 'ET'), ('appos', 'nmod'));('3', 'étages', 'une', 'Lanterne', 'avec', 'vue');('3', 'Lanterne', 'vue');0
897;(('NUM', 'VERB', 'ET'), ('acl', 'obl:mod'));('3', 'PIECES', 'à', 'LOUER', 'VIDE', 'A', 'L', 'ANNEE', 'avec', 'VUE');('3', 'LOUER', 'VUE');0
6120;(('NUM', 'VERB', 'ET'), ('acl', 'obl:mod'));('3', 'PIECES', 'à', 'LOUER', 'VIDE', 'A', 'L', 'ANNEE', 'avec', 'VUE');('3', 'LOUER', 'VUE');0
607;(('NUM', 'EG'), ('appos',));('3', 'P', 'TERRASSE', 'VUE', 'MER');('3', 'MER');0
610;(('NUM', 'EG', 'ET'), ('appos', 'nmod'));('3', 'P', 'TERRASSE', 'VUE', 'MER');('3', 'MER', 'VUE');0
4917;(('NUM', 'NOUN', 'TOPONYME'), ('flat:name', 'conj'));('3', 'PIÈCES', ',', 'NICE');('3', 'PIÈCES', 'NICE');0
297;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'root'));('Cannes', 'Forville', '2', '3', 'pièces');('3', 'pièces', 'Cannes');0
5435;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('3', 'pièces', 'CANNES');('3', 'pièces', 'CANNES');0
5868;(('NUM', 'NOUN', 'EG'), ('nmod', 'nmod'));('3', 'Pièces', 'Corniche');('3', 'Pièces', 'Corniche');0
1712;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'flat:name'));('3', 'Pièces', 'NICE');('3', 'Pièces', 'NICE');0
5833;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'flat:name'));('3', 'Pièces', 'Promenade de');('3', 'Pièces', 'Promenade de');0
5985;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'nmod'));('3', 'pièces', 'Victor Hugo');('3', 'pièces', 'Victor Hugo');0
3210;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('3', 'pièces', 'à', 'le', 'calme', 'vue');('3', 'pièces', 'vue');0
3390;(('NUM', 'NOUN', 'ET'), ('flat:name', 'flat:name'));('3', 'Pièces', 'Vue');('3', 'Pièces', 'Vue');0
3585;(('NUM', 'NOUN', 'ET'), ('nmod', 'nmod'));('3', 'pièces', 'à', 'le', 'calme', 'vue');('3', 'pièces', 'vue');0
3933;(('NUM', 'EG'), ('appos',));('3', 'e', 'étage', 'de', 'le', 'Napoléon', ',', 'rue');('3', 'rue');0
3934;(('NUM', 'EG', 'TOPONYME'), ('appos', 'nmod'));('3', 'e', 'étage', 'de', 'le', 'Napoléon', ',', 'rue', 'de', 'l', 'Est');('3', 'rue', 'Est');0
5870;(('NUM', 'ET'), ('conj',));('3', 'Pièces', 'Corniche', 'fleurieDans', 'résidence', 'de', 'standing', ',', 'Splendide', 'appartement', 'entièrement', 'rénové', ',', 'prestations', 'luxueuses', ',', 'vaste', 'séjour', 'cuisine', 'américaine', '30', 'm²', ',', 'calme', 'absolu', ',', 'terrasse', 'profonde', ',', 'vue');('3', 'vue');0
5869;(('NUM', 'ET', 'EG'), ('conj', 'appos'));('3', 'Pièces', 'Corniche', 'fleurieDans', 'résidence', 'de', 'standing', ',', 'Splendide', 'appartement', 'entièrement', 'rénové', ',', 'prestations', 'luxueuses', ',', 'vaste', 'séjour', 'cuisine', 'américaine', '30', 'm²', ',', 'calme', 'absolu', ',', 'terrasse', 'profonde', ',', 'vue', 'mer');('3', 'vue', 'mer');0
2687;(('NUM', 'EG'), ('nmod',));('30', ',', 'Avenue');('30', 'Avenue');1
2688;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('30', ',', 'Avenue', 'de', 'les Acacias');('30', 'Avenue', 'les Acacias');0
3917;(('NUM', 'EG'), ('nmod',));('37', 'avenue');('37', 'avenue');1
3919;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('37', 'avenue', 'de', 'la Californie');('37', 'avenue', 'la Californie');0
5425;(('NUM', 'EG'), ('nmod',));('38', 'bd');('38', 'bd');1
5428;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'appos'));('38', 'bd', 'henri Sappia');('38', 'bd', 'henri Sappia');0
1048;(('NUM', 'TOPONYME'), ('flat:name',));('3P', 'FABRON');('3P', 'FABRON');0
2546;(('NUM', 'NOUN', 'EG'), ('appos', 'appos'));('4', 'PIÈCES', 'LUXE', 'TERRASSE', 'APERÇU', 'MER');('4', 'PIÈCES', 'MER');0
6243;(('NUM', 'ET'), ('root',));('Vue', 'dégagée', 'et', 'mer', 'A', 'VOIR', 'Contacter', 'Alexandre', '0664', '6822', '47');('47', 'Vue');0
5314;(('NUM', 'EG'), ('nmod',));('49', 'Boulevard');('49', 'Boulevard');1
5315;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('49', 'Boulevard', 'François Grosso');('49', 'Boulevard', 'François Grosso');0
4721;(('NUM', 'ET'), ('nmod',));('5', 'min');('5', 'min');1
4719;(('NUM', 'ET', 'EG'), ('nmod', 'nmod'));('5', 'min', 'rue');('5', 'min', 'rue');0
4720;(('NUM', 'TOPONYME'), ('conj',));('5', 'min', 'rue', 'D', 'Antibes', 'et', 'Palais de Festivals');('5', 'Palais de Festivals');0
5141;(('NUM', 'NOUN', 'EG'), ('nmod', 'nmod'));('5', 'Pièces', '95', 'm²', 'Rue');('5', 'Pièces', 'Rue');0
5502;(('NUM', 'NOUN', 'TOPONYME'), ('nmod', 'appos'));('5', 'pièces', 'VALROSE');('5', 'pièces', 'VALROSE');0
1806;(('NUM', 'EG'), ('nmod',));('5', 'rue');('5', 'rue');1
1809;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'appos'));('5', 'rue', 'Jean Vigo');('5', 'rue', 'Jean Vigo');0
1206;(('NUM', 'TOPONYME'), ('flat:name',));('52', 'Antibes');('52', 'Antibes');0
2746;(('NUM', 'TOPONYME'), ('flat:name',));('52', 'Antibes');('52', 'Antibes');0
1203;(('NUM', 'TOPONYME', 'EG'), ('flat:name', 'flat:name'));('52', 'Antibes', 'Secteur');('52', 'Antibes', 'Secteur');0
2743;(('NUM', 'TOPONYME', 'EG'), ('flat:name', 'flat:name'));('52', 'Antibes', 'Secteur');('52', 'Antibes', 'Secteur');0
2045;(('NUM', 'EG'), ('nmod',));('6', 'avenue');('6', 'avenue');1
3155;(('NUM', 'EG'), ('nmod',));('6', 'avenue');('6', 'avenue');1
2046;(('NUM', 'TOPONYME'), ('nmod',));('6', 'avenue', 'de', 'les', 'Chênes');('6', 'Chênes');0
3156;(('NUM', 'TOPONYME'), ('nmod',));('6', 'avenue', 'de', 'les', 'Chênes');('6', 'Chênes');0
5653;(('NUM', 'NOUN', 'EG'), ('nmod', 'root'));('Plans', 'de', 'Carros', 'spacieuse', 'villa', '5', '6', 'pièces');('6', 'pièces', 'Plans');0
214;(('NUM', 'EG'), ('nmod',));('6', 'traverse');('6', 'traverse');1
2256;(('NUM', 'EG'), ('nmod',));('6', 'traverse');('6', 'traverse');1
216;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('6', 'traverse', 'Bougainvilliées');('6', 'traverse', 'Bougainvilliées');0
2258;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'flat:name'));('6', 'traverse', 'Bougainvilliées');('6', 'traverse', 'Bougainvilliées');0
1218;(('NUM', 'EG'), ('nmod',));('681', 'avenue');('681', 'avenue');1
1219;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('681', 'avenue', 'de', 'les', 'Pugets');('681', 'avenue', 'Pugets');0
280;(('NUM', 'EG'), ('conj',));('74.50', 'euro', 'tous', 'commerces', 'à', 'proximité', ',', 'universités', ',', 'tramway', ',', 'bus');('74.50', 'bus');0
277;(('NUM', 'EG'), ('conj',));('74.50', 'euro', 'tous', 'commerces');('74.50', 'commerces');0
281;(('NUM', 'EG', 'ET'), ('conj', 'nmod'));('74.50', 'euro', 'tous', 'commerces', 'à', 'proximité');('74.50', 'commerces', 'proximité');0
279;(('NUM', 'EG'), ('conj',));('74.50', 'euro', 'tous', 'commerces', 'à', 'proximité', ',', 'universités', ',', 'tramway');('74.50', 'tramway');0
278;(('NUM', 'EG'), ('conj',));('74.50', 'euro', 'tous', 'commerces', 'à', 'proximité', ',', 'universités');('74.50', 'universités');0
6282;(('NUM', 'EG'), ('nmod',));('81', 'Avenue');('81', 'Avenue');1
6283;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('81', 'Avenue', 'de', 'nice');('81', 'Avenue', 'nice');0
3379;(('NUM', 'EG'), ('nmod',));('81', 'Rue');('81', 'Rue');1
4612;(('NUM', 'EG'), ('nmod',));('81', 'Rue');('81', 'Rue');1
5412;(('NUM', 'EG'), ('nmod',));('943', 'Chemin');('943', 'Chemin');1
5414;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('943', 'Chemin', 'de', 'Vosgelade');('943', 'Chemin', 'Vosgelade');0
620;(('NOUN', 'EG'), ('appos',));('échapée', 'mer');('échapée', 'mer');0
767;(('ET', 'ADJ'), ('amod',));('belle', 'échappée');('échappée', 'belle');1
1819;(('ET', 'ADJ'), ('amod',));('belle', 'échappée');('échappée', 'belle');1
6461;(('NOUN', 'EG'), ('nmod',));('échappée', 'mer');('échappée', 'mer');0
4804;(('EG', 'NOUN'), ('nmod',));('école', 'à', 'le', 'calme');('école', 'calme');0
4805;(('EG', 'NOUN', 'ADJ'), ('nmod', 'amod'));('école', 'à', 'le', 'calme', 'absolu');('école', 'calme', 'absolu');0
2747;(('EG', 'NOUN'), ('appos',));('écoles', ':', 'appartement');('écoles', 'appartement');0
5276;(('EG', 'NOUN'), ('appos',));('écoles', '.', 'commerces', 'et', 'transports', ',', 'magnifique', 'maison');('écoles', 'maison');0
5279;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('écoles', '.', 'commerces', 'et', 'transports', ',', 'magnifique', 'maison', 'bouregoise');('écoles', 'maison', 'bouregoise');0
5278;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('écoles', '.', 'commerces', 'et', 'transports', ',', 'magnifique', 'maison');('écoles', 'maison', 'magnifique');0
3033;(('EG', 'ADJ'), ('amod',));('bel', 'écrin de verdure');('écrin de verdure', 'bel');1
3310;(('EG', 'ADJ'), ('amod',));('écrin de verdure', 'préservé');('écrin de verdure', 'préservé');1
3324;(('EG', 'ADJ'), ('amod',));('écrin de verdure', 'préservé');('écrin de verdure', 'préservé');1
4659;(('EG', 'NOUN'), ('conj',));('écrin de verdure', 'dans', 'Secteur', 'Résidentiel', 'et', 'dedans', 'une', 'Résidence');('écrin de verdure', 'Résidence');0
4660;(('EG', 'EG', 'ADJ'), ('nmod', 'amod'));('écrin de verdure', 'dans', 'Secteur', 'Résidentiel');('écrin de verdure', 'Secteur', 'Résidentiel');0
4497;(('EG', 'TOPONYME', 'NUM'), ('nmod', 'nmod'));('église', 'a', 'st Laurent de le var', 'à', 'le', '1');('église', 'st Laurent de le var', '1');0
4498;(('EG', 'TOPONYME', 'NUM'), ('nmod', 'conj'));('église', 'a', 'st Laurent de le var', 'à', 'le', '1', 'e', 'et', '2');('église', 'st Laurent de le var', '2');0
497;(('NOUN', 'EG'), ('nmod',));('élégance', 'de', 'le', 'lieu');('élégance', 'lieu');1
